week_start,store_id,store_name,product_id,product_name,category,year,month,quarter,week_num,avg_price,lead_time_days,holding_cost_pct,base_price,is_promo_week,promo_days,stockout_days,is_festival_season,month_sin,month_cos,week_num_sin,week_num_cos,lag_1w,lag_2w,lag_3w,lag_4w,lag_8w,lag_12w,lag_26w,lag_52w,roll_mean_2w,roll_std_2w,roll_max_2w,roll_mean_4w,roll_std_4w,roll_max_4w,roll_mean_8w,roll_std_8w,roll_max_8w,roll_mean_12w,roll_std_12w,roll_max_12w,promo_x_festival,price_x_promo,demand_cv_4w,cat_Dairy,cat_Household,cat_Personal Care,cat_Ready Meals,cat_Snacks,cat_Staples,units_sold,predicted_units,horizon_week
2026-07-06,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,2026,7,3,28,55.0,2,0.25,55,0,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521,342,300,176,322,209,128,821,864,321.0,29.698484809834994,342,285.0,74.6636904168731,342,272.875,66.11340365506183,356,288.5,88.67355862939075,409,0,0.0,0.2619778601926149,1,0,0,0,0,0,285,285,12
2026-04-20,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,2026,4,2,17,320.0,5,0.2,320,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.8854560256532099,-0.4647231720437685,177,617,592,363,516,585,558,550,397.0,311.1269837220809,617,437.25,207.7664955344501,617,463.875,143.09580956228493,617,481.9166666666667,121.34732894639356,617,0,0.0,0.47516636948949964,0,0,0,0,0,1,262,262,1
2026-04-27,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,2026,4,2,18,320.0,5,0.2,320,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.8229838658936565,-0.5680647467311557,262,177,617,592,490,501,814,624,219.5,60.10407640085654,262,412.0,225.20361157553992,617,432.125,157.34714805168855,617,455.0,131.7780503173975,617,0,0.0,0.5466107063808961,0,0,0,0,0,1,196,196,2
2026-05-04,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,2026,5,2,19,320.0,5,0.2,320,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.7485107481711013,-0.663122658240795,196,262,177,617,418,542,720,503,229.0,46.66904755831214,262,313.0,205.9142216231474,617,395.375,175.21736500701064,617,429.5833333333333,150.22193178054525,617,0,0.0,0.6578729104321869,0,0,0,0,0,1,235,235,3
2026-05-11,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,2026,5,2,20,320.0,5,0.2,320,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.6631226582407952,-0.7485107481711012,235,196,262,177,538,444,919,400,215.5,27.577164466275352,235,217.5,38.24918299781056,262,372.5,183.58727002242208,617,404.0,155.38924731723935,617,0,0.0,0.1758583118250678,0,0,0,0,0,1,148,148,4
2026-05-18,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,2026,5,2,21,320.0,5,0.2,320,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.5680647467311558,-0.8229838658936564,148,235,196,262,363,516,821,516,191.5,61.518289963229634,235,210.25,49.56056900399752,262,323.75,185.13605035988303,617,379.3333333333333,171.15613994953335,617,0,0.0,0.23572208688834928,0,0,0,0,0,1,214,214,5
2026-05-25,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,2026,5,2,22,320.0,5,0.2,320,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.46472317204376906,-0.8854560256532096,214,148,235,196,592,490,725,497,181.0,46.66904755831214,214,198.25,37.097843603099086,235,305.125,188.09453360326177,617,354.1666666666667,171.43662138386637,617,0,0.0,0.18712657460767976,0,0,0,0,0,1,276,276,6
2026-06-01,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,2026,6,2,23,320.0,5,0.2,320,0,0,0,0,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147,276,214,148,235,617,418,574,547,245.0,43.840620433565945,276,218.25,53.44389581607987,276,265.625,148.19190020279208,617,336.3333333333333,167.09786644268374,617,0,0.0,0.24487466470197117,0,0,0,0,0,1,220,220,7
2026-06-08,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,2026,6,2,24,320.0,5,0.2,320,0,0,0,0,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,220,276,214,148,177,538,672,541,248.0,39.59797974644666,276,214.5,52.392747589718944,276,216.0,42.49705872175156,276,319.8333333333333,168.0734868136464,617,0,0.0,0.2442552323797842,0,0,0,0,0,1,220,220,8
2026-06-15,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,2026,6,2,25,320.0,5,0.2,320,0,0,0,0,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054,220,220,276,214,262,363,596,521,220.0,0.0,220,232.5,29.13760456866693,276,221.375,39.47128250839011,276,293.3333333333333,155.1183321522539,617,0,0.0,0.12532302986384472,0,0,0,0,0,1,228,228,9
2026-06-22,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,2026,6,2,26,320.0,5,0.2,320,0,0,0,0,1.2246467991473532e-16,-1.0,-3.216245299353273e-16,-1.0,228,220,220,276,196,592,741,495,224.0,5.656854249492381,228,236.0,26.932013168965543,276,217.125,36.16406069171831,276,282.0833333333333,154.50063744107004,617,0,0.0,0.11411869938494426,0,0,0,0,0,1,222,222,10
2026-06-29,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,2026,6,2,27,320.0,5,0.2,320,0,0,0,0,1.2246467991473532e-16,-1.0,-0.12053668025532283,-0.992708874098054,222,228,220,220,235,617,696,526,225.0,4.242640687119285,228,222.5,3.7859388972001824,228,220.375,35.148409840072624,276,251.25,120.12427277237066,617,0,0.0,0.01701545564127967,0,0,0,0,0,1,204,204,11
2026-07-06,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,2026,7,3,28,320.0,5,0.2,320,0,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521,204,222,228,220,148,177,576,533,213.0,12.727922061357855,222,218.5,10.246950765959598,228,216.5,35.014282800023196,276,216.83333333333334,34.34274657659522,276,0,0.0,0.046896799629578025,0,0,0,0,0,1,238,238,12
2026-04-20,S001,Mumbai Central,P003,Sunflower Oil 1L,Staples,2026,4,2,17,130.0,4,0.2,130,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.8854560256532099,-0.4647231720437685,164,742,757,610,608,595,837,720,453.0,408.7077195258245,742,568.25,277.47477362816244,757,583.125,189.59915423259218,757,603.3333333333334,155.84568902564737,757,0,0.0,0.4882970050855529,0,0,0,0,0,1,305,305,1
2026-04-27,S001,Mumbai Central,P003,Sunflower Oil 1L,Staples,2026,4,2,18,130.0,4,0.2,130,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.8229838658936565,-0.5680647467311557,305,164,742,757,530,649,741,639,234.5,99.7020561473032,305,492.0,302.9180307167821,757,545.25,212.76865370632018,757,579.1666666666666,178.14490186532439,757,0,0.0,0.6156870530510061,0,0,0,0,0,1,279,279,2
2026-05-04,S001,Mumbai Central,P003,Sunflower Oil 1L,Staples,2026,5,2,19,130.0,4,0.2,130,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.7485107481711013,-0.663122658240795,279,305,164,742,548,700,946,542,292.0,18.384776310850235,305,372.5,253.83787476786569,742,513.875,232.8932542113293,757,548.3333333333334,196.0766702238199,757,0,0.0,0.6814439572789845,0,0,0,0,0,1,330,330,3
2026-05-11,S001,Mumbai Central,P003,Sunflower Oil 1L,Staples,2026,5,2,20,130.0,4,0.2,130,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.6631226582407952,-0.7485107481711012,330,279,305,164,706,631,836,586,304.5,36.062445840513924,330,269.5,73.35075550622047,330,486.625,240.94453273968026,757,517.5,199.12650159223818,757,0,0.0,0.2721734888090797,0,0,0,0,0,1,228,228,4
2026-05-18,S001,Mumbai Central,P003,Sunflower Oil 1L,Staples,2026,5,2,21,130.0,4,0.2,130,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.5680647467311558,-0.8229838658936564,228,330,279,305,610,608,798,601,279.0,72.12489168102785,330,285.5,43.62338822237447,330,426.875,238.0218702436516,757,483.9166666666667,211.82302146896694,757,0,0.0,0.15279645558521196,0,0,0,0,0,1,247,247,5
2026-05-25,S001,Mumbai Central,P003,Sunflower Oil 1L,Staples,2026,5,2,22,130.0,4,0.2,130,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.46472317204376906,-0.8854560256532096,247,228,330,279,757,530,898,576,237.5,13.435028842544403,247,271.0,44.609416046390926,330,381.5,232.6646882164484,757,453.8333333333333,218.1391688113278,757,0,0.0,0.16461039070767725,0,0,0,0,0,1,245,245,6
2026-06-01,S001,Mumbai Central,P003,Sunflower Oil 1L,Staples,2026,6,2,23,130.0,4,0.2,130,0,0,0,0,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147,245,247,228,330,742,548,852,653,246.0,1.4142135623730951,247,262.5,45.80029111988991,330,317.5,178.8031639221505,742,430.0833333333333,224.51420620503905,757,0,0.0,0.1744772988396671,0,0,0,0,0,1,208,208,7
2026-06-08,S001,Mumbai Central,P003,Sunflower Oil 1L,Staples,2026,6,2,24,130.0,4,0.2,130,0,0,0,0,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,208,245,247,228,164,706,875,653,226.5,26.16295090390226,245,232.0,18.12916618784953,247,250.75,53.37134062397159,330,401.75,229.67491848658221,757,0,0.0,0.07814295736942489,0,0,0,0,0,1,167,167,8
2026-06-15,S001,Mumbai Central,P003,Sunflower Oil 1L,Staples,2026,6,2,25,130.0,4,0.2,130,0,0,0,0,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054,167,208,245,247,305,610,688,519,187.5,28.991378028648448,208,216.75,37.70389016180337,247,251.125,52.680811090404234,330,356.8333333333333,217.12704003682157,757,0,0.0,0.17395104954026447,0,0,0,0,0,1,235,235,9
2026-06-22,S001,Mumbai Central,P003,Sunflower Oil 1L,Staples,2026,6,2,26,130.0,4,0.2,130,0,0,0,0,1.2246467991473532e-16,-1.0,-3.216245299353273e-16,-1.0,235,167,208,245,279,757,818,560,201.0,48.08326112068523,235,213.75,34.865216668383596,245,242.375,48.065245834624186,330,325.5833333333333,203.9645505444215,757,0,0.0,0.16311212400127004,0,0,0,0,0,1,201,201,10
2026-06-29,S001,Mumbai Central,P003,Sunflower Oil 1L,Staples,2026,6,2,27,130.0,4,0.2,130,0,0,0,0,1.2246467991473532e-16,-1.0,-0.12053668025532283,-0.992708874098054,201,235,167,208,330,742,838,635,218.0,24.041630560342615,235,202.75,27.980648074457935,235,232.625,47.48213949927458,330,279.25,154.1121934884394,742,0,0.0,0.13800566183207041,0,0,0,0,0,1,183,183,11
2026-07-06,S001,Mumbai Central,P003,Sunflower Oil 1L,Staples,2026,7,3,28,130.0,4,0.2,130,0,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521,183,201,235,167,228,164,580,613,192.0,12.727922061357855,201,196.5,29.183328574147716,235,214.25,29.42666429326592,247,232.66666666666666,52.52070298867145,330,0,0.0,0.1485156662882038,0,0,0,0,0,1,243,243,12
2026-04-20,S001,Mumbai Central,P004,Colgate Toothpaste,Personal Care,2026,4,2,17,85.0,7,0.15,85,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.8854560256532099,-0.4647231720437685,108,492,397,451,309,493,565,484,300.0,271.5290039756342,492,362.0,173.7450239095593,492,396.0,132.18169313486644,510,392.9166666666667,113.72491398372681,510,0,0.0,0.4799586282585654,0,0,1,0,0,0,264,264,1
2026-04-27,S001,Mumbai Central,P004,Colgate Toothpaste,Personal Care,2026,4,2,18,85.0,7,0.15,85,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.8229838658936565,-0.5680647467311557,264,108,492,397,433,334,541,480,186.0,110.30865786510141,264,315.25,166.83599731472822,492,390.375,137.27234400479736,510,373.8333333333333,114.61384442262344,510,0,0.0,0.5292180706915469,0,0,1,0,0,0,278,278,2
2026-05-04,S001,Mumbai Central,P004,Colgate Toothpaste,Personal Care,2026,5,2,19,85.0,7,0.15,85,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.7485107481711013,-0.663122658240795,278,264,108,492,468,314,664,383,271.0,9.899494936611665,278,285.5,157.76247969653622,492,371.0,141.27683057438279,510,369.1666666666667,117.48720110821614,510,0,0.0,0.5525831143395905,0,0,1,0,0,0,212,212,3
2026-05-11,S001,Mumbai Central,P004,Colgate Toothpaste,Personal Care,2026,5,2,20,85.0,7,0.15,85,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.6631226582407952,-0.7485107481711012,212,278,264,108,510,406,711,433,245.0,46.66904755831214,278,215.5,77.08653146518743,278,339.0,145.10784167055107,510,360.6666666666667,125.27303514058136,510,0,0.0,0.35771012114838663,0,0,1,0,0,0,206,206,4
2026-05-18,S001,Mumbai Central,P004,Colgate Toothpaste,Personal Care,2026,5,2,21,85.0,7,0.15,85,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.5680647467311558,-0.8229838658936564,206,212,278,264,451,309,618,393,209.0,4.242640687119285,212,240.0,36.3318042491699,278,301.0,133.2505695511816,492,344.0,131.82633203644036,510,0,0.0,0.1513825170741141,0,0,1,0,0,0,184,184,5
2026-05-25,S001,Mumbai Central,P004,Colgate Toothpaste,Personal Care,2026,5,2,22,85.0,7,0.15,85,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.46472317204376906,-0.8854560256532096,184,206,212,278,397,433,597,385,195.0,15.556349186104045,206,220.0,40.496913462633174,278,267.625,123.38550215830523,492,333.5833333333333,139.55543592769754,510,0,0.0,0.18407687853889226,0,0,1,0,0,0,202,202,6
2026-06-01,S001,Mumbai Central,P004,Colgate Toothpaste,Personal Care,2026,6,2,23,85.0,7,0.15,85,0,0,0,0,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147,202,184,206,212,492,468,485,395,193.0,12.727922061357855,202,201.0,12.055427546683417,212,243.25,113.0003160551838,492,314.3333333333333,140.52391147761898,510,0,0.0,0.05997725117764262,0,0,1,0,0,0,250,250,7
2026-06-08,S001,Mumbai Central,P004,Colgate Toothpaste,Personal Care,2026,6,2,24,85.0,7,0.15,85,0,0,0,0,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,250,202,184,206,108,510,418,354,226.0,33.94112549695428,250,210.5,28.0178514522438,250,213.0,53.761377533371615,278,296.1666666666667,132.72722083851207,510,0,0.0,0.13310143144485687,0,0,1,0,0,0,202,202,8
2026-06-15,S001,Mumbai Central,P004,Colgate Toothpaste,Personal Care,2026,6,2,25,85.0,7,0.15,85,0,0,0,0,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054,202,250,202,184,264,451,409,363,226.0,33.94112549695428,250,209.5,28.30194339616981,250,224.75,34.27514718109485,278,270.5,116.39236151132006,492,0,0.0,0.13509280792876852,0,0,1,0,0,0,205,205,9
2026-06-22,S001,Mumbai Central,P004,Colgate Toothpaste,Personal Care,2026,6,2,26,85.0,7,0.15,85,0,0,0,0,1.2246467991473532e-16,-1.0,-3.216245299353273e-16,-1.0,205,202,250,202,278,397,409,349,203.5,2.1213203435596424,205,214.75,23.542514733987108,250,217.375,30.793958127250498,278,250.0,102.55198238410162,492,0,0.0,0.10962754190621452,0,0,1,0,0,0,193,193,10
2026-06-29,S001,Mumbai Central,P004,Colgate Toothpaste,Personal Care,2026,6,2,27,85.0,7,0.15,85,0,0,0,0,1.2246467991473532e-16,-1.0,-0.12053668025532283,-0.992708874098054,193,205,202,250,212,492,484,408,199.0,8.48528137423857,205,212.5,25.514701644346147,250,206.75,19.469756767135756,250,233.0,92.37177845286651,492,0,0.0,0.1200691836436563,0,0,1,0,0,0,213,213,11
2026-07-06,S001,Mumbai Central,P004,Colgate Toothpaste,Personal Care,2026,7,3,28,85.0,7,0.15,85,0,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521,213,193,205,202,206,108,498,325,203.0,14.142135623730951,213,203.25,8.261355820929152,213,206.875,19.511443528643095,250,209.75,43.36971083811625,278,0,0.0,0.040646276901760765,0,0,1,0,0,0,191,191,12
2026-04-20,S001,Mumbai Central,P005,Lay's Chips 100g,Snacks,2026,4,2,17,20.0,3,0.3,20,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.8854560256532099,-0.4647231720437685,352,1332,1274,1275,1219,1122,1740,1183,842.0,692.9646455628166,1332,1058.25,471.6131006096699,1332,1124.875,325.37382347078875,1332,1123.5833333333333,267.7833107479843,1332,0,0.0,0.44565376816821745,0,0,0,0,1,0,777,777,1
2026-04-27,S001,Mumbai Central,P005,Lay's Chips 100g,Snacks,2026,4,2,18,20.0,3,0.3,20,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.8229838658936565,-0.5680647467311557,777,352,1332,1274,1202,1074,1729,1051,564.5,300.5203820042827,777,933.75,460.9326595791045,1332,1069.625,344.0958909124855,1332,1094.8333333333333,285.8775431840873,1332,0,0.0,0.4936360472133531,0,0,0,0,1,0,780,780,2
2026-05-04,S001,Mumbai Central,P005,Lay's Chips 100g,Snacks,2026,5,2,19,20.0,3,0.3,20,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.7485107481711013,-0.663122658240795,780,777,352,1332,1037,995,2068,1135,778.5,2.1213203435596424,780,810.25,401.76143418700605,1332,1016.875,353.13147592039184,1332,1070.3333333333333,300.07100169894136,1332,0,0.0,0.49584873025752213,0,0,0,0,1,0,597,597,3
2026-05-11,S001,Mumbai Central,P005,Lay's Chips 100g,Snacks,2026,5,2,20,20.0,3,0.3,20,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.6631226582407952,-0.7485107481711012,597,780,777,352,1308,1293,2302,1250,688.5,129.4005409571382,780,626.5,202.01732598962892,780,961.875,382.5857280214649,1332,1037.1666666666667,329.68823657105713,1332,0,0.0,0.32245383187098975,0,0,0,0,1,0,729,729,4
2026-05-18,S001,Mumbai Central,P005,Lay's Chips 100g,Snacks,2026,5,2,21,20.0,3,0.3,20,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.5680647467311558,-0.8229838658936564,729,597,780,777,1275,1219,2104,1198,663.0,93.33809511662427,729,720.75,85.74526225978903,780,889.5,361.96408661633825,1332,990.1666666666666,330.10269292871254,1332,0,0.0,0.11896671819746418,0,0,0,0,1,0,706,706,5
2026-05-25,S001,Mumbai Central,P005,Lay's Chips 100g,Snacks,2026,5,2,22,20.0,3,0.3,20,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.46472317204376906,-0.8854560256532096,706,729,597,780,1274,1202,2007,1225,717.5,16.263455967290593,729,703.0,77.13624310270757,780,818.375,329.87397485360117,1332,947.4166666666666,330.9903756725848,1332,0,0.0,0.10972438548077267,0,0,0,0,1,0,744,744,6
2026-06-01,S001,Mumbai Central,P005,Lay's Chips 100g,Snacks,2026,6,2,23,20.0,3,0.3,20,0,0,0,0,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147,744,706,729,597,1332,1037,1696,1349,725.0,26.870057685088806,744,694.0,66.52818951391959,744,752.125,273.74202532415705,1332,909.25,325.32309115149457,1332,0,0.0,0.09586194440642311,0,0,0,0,1,0,940,940,7
2026-06-08,S001,Mumbai Central,P005,Lay's Chips 100g,Snacks,2026,6,2,24,20.0,3,0.3,20,0,0,0,0,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,940,744,706,729,352,1308,1625,1346,842.0,138.59292911256333,940,779.75,107.97028912313486,940,703.125,170.87040828818613,940,901.1666666666666,323.0575049664556,1332,0,0.0,0.13846782813038414,0,0,0,0,1,0,980,980,8
2026-06-15,S001,Mumbai Central,P005,Lay's Chips 100g,Snacks,2026,6,2,25,20.0,3,0.3,20,0,0,0,0,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054,980,940,744,706,777,1275,1715,877,960.0,28.284271247461902,980,842.5,137.53423816150897,980,781.625,124.4702345370743,980,873.8333333333334,298.44501041636505,1332,0,0.0,0.16324538634808733,0,0,0,0,1,0,738,738,9
2026-06-22,S001,Mumbai Central,P005,Lay's Chips 100g,Snacks,2026,6,2,26,20.0,3,0.3,20,0,0,0,0,1.2246467991473532e-16,-1.0,-3.216245299353273e-16,-1.0,738,980,940,744,780,1274,1486,978,859.0,171.1198410471445,980,850.5,127.51339798886494,980,776.75,125.43723530116566,980,829.0833333333334,271.9038795180563,1332,0,0.0,0.14992756947552893,0,0,0,0,1,0,822,822,10
2026-06-29,S001,Mumbai Central,P005,Lay's Chips 100g,Snacks,2026,6,2,27,20.0,3,0.3,20,0,0,0,0,1.2246467991473532e-16,-1.0,-0.12053668025532283,-0.992708874098054,822,738,980,940,597,1332,1610,1481,780.0,59.39696961966999,822,870.0,110.64658452327693,980,782.0,126.46738710039043,980,791.4166666666666,233.2230529434053,1332,0,0.0,0.12717998206447925,0,0,0,0,1,0,1072,1072,11
2026-07-06,S001,Mumbai Central,P005,Lay's Chips 100g,Snacks,2026,7,3,28,20.0,3,0.3,20,0,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521,1072,822,738,980,729,352,1356,1298,947.0,176.7766952966369,1072,903.0,150.85975827458648,1072,841.375,138.16650152210246,1072,769.75,185.66495973319056,1072,0,0.0,0.1670650698865132,0,0,0,0,1,0,897,897,12
2026-04-20,S001,Mumbai Central,P006,Parle-G Biscuits,Snacks,2026,4,2,17,10.0,3,0.3,10,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.8854560256532099,-0.4647231720437685,627,2201,2373,1901,1682,2247,2934,2170,1414.0,1112.9860735876257,2201,1775.5,790.1179236881881,2373,1855.375,548.4062460569589,2373,1927.0833333333333,456.2571958751761,2373,0,0.0,0.445011502812265,0,0,0,0,1,0,1867,1867,1
2026-04-27,S001,Mumbai Central,P006,Parle-G Biscuits,Snacks,2026,4,2,18,10.0,3,0.3,10,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.8229838658936565,-0.5680647467311557,1867,627,2201,2373,1767,1920,3344,2096,1247.0,876.812408671319,1867,1767.0,788.4989959832965,2373,1878.5,543.9332942295669,2373,1895.4166666666667,445.0849680542793,2373,0,0.0,0.44623599068311287,0,0,0,0,1,0,1658,1658,2
