week_start,store_id,store_name,product_id,product_name,category,baseline_units,promo_units,uplift_pct,incremental_units,incremental_revenue
2023-04-24,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,698.0,797,14.18,99.0,5332.56
2023-05-01,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,698.0,723,3.58,25.0,1345.61
2023-05-15,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,691.8,844,22.01,152.2,7877.85
2023-05-29,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,716.0,727,1.54,11.0,583.25
2023-06-12,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,707.0,747,5.66,40.0,2143.66
2023-06-19,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,707.0,785,11.03,78.0,4184.92
2023-07-03,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,697.2,741,6.27,43.8,2354.31
2023-07-10,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,697.2,856,22.77,158.8,8395.15
2023-07-17,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,697.2,768,10.15,70.8,3744.19
2023-07-31,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,744.2,827,11.12,82.8,4417.55
2023-08-07,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,744.2,783,5.21,38.8,2113.92
2023-08-14,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,744.2,886,19.05,141.8,7543.94
2023-09-04,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,759.8,698,-8.13,-61.8,-3306.45
2023-09-11,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,759.8,611,-19.58,-148.8,-7962.16
2023-09-18,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,759.8,808,6.35,48.2,2597.37
2023-10-16,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,754.0,878,16.45,124.0,6683.78
2023-10-30,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,797.2,1086,36.22,288.8,15340.05
2023-11-06,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,797.2,958,20.16,160.8,8689.46
2023-11-13,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,797.2,1084,35.97,286.8,15317.78
2023-11-20,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,797.2,1019,27.81,221.8,11869.01
2023-12-04,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,864.2,931,7.72,66.8,3582.38
2023-12-25,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,934.8,911,-2.54,-23.8,-1289.39
2024-01-08,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,925.0,924,-0.11,-1.0,-54.58
2024-01-15,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,925.0,859,-7.14,-66.0,-3531.0
2024-01-22,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,925.0,659,-28.76,-266.0,-13754.1
2024-01-29,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,925.0,858,-7.24,-67.0,-3464.38
2024-02-12,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,847.2,691,-18.44,-156.2,-8426.12
2024-03-18,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,681.5,822,20.62,140.5,7111.31
2024-04-01,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,648.5,770,18.74,121.5,6562.04
2024-04-08,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,648.5,731,12.72,82.5,4409.51
2024-04-15,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,648.5,794,22.44,145.5,7670.55
2024-04-22,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,648.5,831,28.14,182.5,9691.01
2024-04-29,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,648.5,764,17.81,115.5,5966.24
2024-05-13,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,685.8,805,17.39,119.2,6339.84
2024-05-20,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,685.8,778,13.45,92.2,5008.25
2024-05-27,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,685.8,687,0.18,1.2,67.49
2024-06-03,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,685.8,895,30.51,209.2,11176.64
2024-06-24,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,756.2,651,-13.92,-105.2,-5693.72
2024-07-01,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,756.2,836,10.55,79.8,4289.64
2024-07-22,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,823.2,805,-2.22,-18.2,-991.52
2024-08-12,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,810.2,912,12.56,101.8,5547.7
2024-08-19,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,810.2,885,9.23,74.8,4005.1
2024-08-26,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,810.2,931,14.9,120.8,6382.84
2024-09-09,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,783.0,785,0.26,2.0,107.88
2024-10-07,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,794.5,1023,28.76,228.5,12324.96
2024-10-28,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,950.8,1048,10.23,97.2,5082.01
2024-11-11,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,1044.2,1106,5.91,61.8,3318.97
2024-11-18,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,1044.2,1135,8.69,90.8,4944.45
2024-11-25,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,1044.2,966,-7.49,-78.2,-4232.54
2024-12-02,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,1044.2,949,-9.12,-95.2,-5054.1
2024-12-09,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,1044.2,1035,-0.89,-9.2,-504.69
2024-12-16,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,1044.2,1006,-3.66,-38.2,-2062.55
2024-12-23,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,1044.2,887,-15.06,-157.2,-8464.32
2024-12-30,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,1044.2,1011,-3.18,-33.2,-1752.13
2025-01-13,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,1002.2,979,-2.32,-23.2,-1244.01
2025-01-27,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,988.0,587,-40.59,-401.0,-21589.27
2025-02-03,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,988.0,721,-27.02,-267.0,-14479.41
2025-02-17,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,875.2,694,-20.71,-181.2,-9506.3
2025-02-24,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,875.2,630,-28.02,-245.2,-13258.57
2025-03-03,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,875.2,823,-5.97,-52.2,-2849.72
2025-03-17,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,777.5,700,-9.97,-77.5,-4222.42
2025-03-31,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,752.5,911,21.06,158.5,8428.12
2025-04-07,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,752.5,776,3.12,23.5,1281.29
2025-04-21,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,734.0,887,20.84,153.0,8241.89
2025-04-28,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,734.0,855,16.49,121.0,6380.5
2025-05-05,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,734.0,850,15.8,116.0,6215.94
2025-05-12,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,734.0,823,12.13,89.0,4756.41
2025-05-19,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,734.0,775,5.59,41.0,2232.22
2025-06-02,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,747.5,976,30.57,228.5,12028.89
2025-06-09,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,747.5,994,32.98,246.5,13053.58
2025-06-16,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,747.5,776,3.81,28.5,1556.26
2025-06-30,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,781.5,948,21.31,166.5,8721.98
2025-07-07,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,781.5,864,10.56,82.5,4420.35
2025-07-21,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,751.2,813,8.22,61.8,3243.02
2025-08-04,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,758.8,812,7.02,53.2,2898.93
2025-08-11,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,758.8,593,-21.85,-165.8,-8929.9
2025-08-25,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,796.0,907,13.94,111.0,5849.07
2025-09-08,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,774.5,845,9.1,70.5,3723.71
2025-09-15,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,774.5,817,5.49,42.5,2315.64
2025-09-29,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,824.0,1029,24.88,205.0,11004.11
2025-10-06,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,824.0,1194,44.9,370.0,20076.73
2025-10-13,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,824.0,1013,22.94,189.0,10155.78
2025-10-27,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,837.8,1112,32.74,274.2,14326.82
2025-11-03,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,837.8,1162,38.7,324.2,17127.35
2025-11-10,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,837.8,1278,52.55,440.2,22777.28
2025-11-17,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,837.8,1025,22.35,187.2,10111.5
2025-12-01,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,913.2,1027,12.46,113.8,6146.08
2025-12-08,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,913.2,1018,11.47,104.8,5603.68
2025-12-15,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,913.2,914,0.08,0.8,40.78
2025-12-22,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,913.2,1149,25.81,235.8,12711.3
2025-12-29,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,913.2,980,7.31,66.8,3628.43
2026-01-12,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,925.0,839,-9.3,-86.0,-4556.53
2026-01-19,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,925.0,729,-21.19,-196.0,-10536.68
2026-02-02,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,954.8,812,-14.95,-142.8,-7667.31
2026-02-16,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,919.5,817,-11.15,-102.5,-5516.99
2026-03-02,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,827.0,653,-21.04,-174.0,-9467.34
2026-03-09,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,827.0,665,-19.59,-162.0,-8584.84
2026-03-16,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,827.0,621,-24.91,-206.0,-10941.84
2026-03-30,S001,Mumbai Central,P001,Whole Milk 1L,Dairy,831.2,901,8.39,69.8,3742.19
2022-01-31,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,500.0,413,-17.4,-87.0,-27394.56
2022-02-28,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,432.0,414,-4.17,-18.0,-5661.95
2022-03-07,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,432.0,364,-15.74,-68.0,-21356.47
2022-03-21,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,412.2,443,7.46,30.8,9735.85
2022-03-28,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,412.2,436,5.76,23.8,7478.64
2022-04-04,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,412.2,504,22.26,91.8,28179.18
2022-04-11,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,412.2,535,29.78,122.8,38285.02
2022-05-09,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,425.8,387,-9.1,-38.8,-12197.34
2022-05-16,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,425.8,395,-7.22,-30.8,-9733.03
2022-05-23,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,425.8,397,-6.75,-28.8,-9098.96
2022-05-30,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,425.8,401,-5.81,-24.8,-7828.25
2022-06-06,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,425.8,411,-3.46,-14.8,-4432.54
2022-06-20,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,405.8,358,-11.77,-47.8,-14851.07
2022-07-04,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,405.5,384,-5.3,-21.5,-6540.24
2022-07-18,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,403.0,383,-4.96,-20.0,-6284.89
2022-08-01,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,402.2,475,18.09,72.8,22630.34
2022-08-29,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,418.8,453,8.18,34.2,10666.87
2022-09-05,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,418.8,404,-3.52,-14.8,-4624.55
2022-09-12,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,418.8,416,-0.66,-2.8,-870.33
2022-10-03,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,413.2,533,28.98,119.8,37106.59
2022-10-24,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,501.2,613,22.29,111.8,34451.57
2022-11-07,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,564.8,702,24.3,137.2,42672.79
2022-11-28,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,592.2,614,3.67,21.8,6829.75
2022-12-05,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,592.2,565,-4.6,-27.2,-8549.18
2022-12-12,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,592.2,495,-16.42,-97.2,-29726.13
2022-12-19,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,592.2,477,-19.46,-115.2,-36302.27
2022-12-26,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,592.2,567,-4.26,-25.2,-7857.76
2023-01-09,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,585.8,507,-13.44,-78.8,-24625.35
2023-01-16,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,585.8,486,-17.03,-99.8,-31219.76
2023-01-23,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,585.8,576,-1.66,-9.8,-3065.25
2023-02-06,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,555.5,497,-10.53,-58.5,-18172.94
2023-02-13,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,555.5,440,-20.79,-115.5,-36207.76
2023-02-20,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,555.5,472,-15.03,-83.5,-25963.37
2023-03-13,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,448.8,411,-8.41,-37.8,-11815.1
2023-03-20,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,448.8,489,8.97,40.2,12632.4
2023-04-10,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,425.2,511,20.16,85.8,27231.14
2023-04-17,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,425.2,503,18.28,77.8,24701.06
2023-04-24,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,425.2,563,32.39,137.8,42915.23
2023-05-01,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,425.2,413,-2.88,-12.2,-3830.02
2023-05-15,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,435.8,453,3.96,17.2,5158.19
2023-05-29,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,451.8,377,-16.55,-74.8,-23239.03
2023-06-12,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,449.5,474,5.45,24.5,7742.63
2023-06-19,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,449.5,410,-8.79,-39.5,-12358.76
2023-07-03,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,437.2,423,-3.26,-14.2,-4462.75
2023-07-10,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,437.2,402,-8.06,-35.2,-10981.38
2023-07-17,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,437.2,455,4.06,17.8,5441.59
2023-07-31,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,428.2,494,15.35,65.8,20340.89
2023-08-07,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,428.2,460,7.41,31.8,10034.95
2023-08-14,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,428.2,422,-1.46,-6.2,-1923.12
2023-09-04,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,439.2,461,4.95,21.8,6898.07
2023-09-11,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,439.2,431,-1.88,-8.2,-2613.14
2023-09-18,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,439.2,421,-4.15,-18.2,-5769.82
2023-10-16,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,527.8,639,21.08,111.2,34915.34
2023-10-30,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,568.0,739,30.11,171.0,52912.53
2023-11-06,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,568.0,736,29.58,168.0,52746.0
2023-11-13,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,568.0,712,25.35,144.0,43748.43
2023-11-20,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,568.0,688,21.13,120.0,38102.23
2023-12-04,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,595.0,650,9.24,55.0,17208.16
2023-12-25,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,556.8,514,-7.68,-42.8,-13334.89
2024-01-08,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,553.8,586,5.82,32.2,10039.61
2024-01-15,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,553.8,610,10.16,56.2,17612.04
2024-01-22,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,553.8,579,4.56,25.2,7582.43
2024-01-29,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,553.8,554,0.05,0.2,75.88
2024-02-12,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,517.2,451,-12.81,-66.2,-20730.67
2024-03-18,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,434.0,394,-9.22,-40.0,-11642.63
2024-04-01,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,448.2,607,35.42,158.8,49782.87
2024-04-08,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,448.2,461,2.84,12.8,3976.91
2024-04-15,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,448.2,590,31.62,141.8,43689.17
2024-04-22,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,448.2,593,32.29,144.8,44492.22
2024-04-29,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,448.2,546,21.81,97.8,29175.86
2024-05-13,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,435.8,514,17.96,78.2,23836.4
2024-05-20,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,435.8,446,2.35,10.2,3189.71
2024-05-27,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,435.8,447,2.58,11.2,3526.06
2024-06-03,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,435.8,520,19.33,84.2,26064.66
2024-06-24,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,430.5,394,-8.48,-36.5,-11530.77
2024-07-01,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,430.5,462,7.32,31.5,9832.63
2024-07-22,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,431.5,460,6.6,28.5,9041.67
2024-08-12,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,458.2,488,6.49,29.8,9372.06
2024-08-19,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,458.2,505,10.2,46.8,14773.8
2024-08-26,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,458.2,532,16.09,73.8,22884.41
2024-09-09,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,462.0,522,12.99,60.0,18712.8
2024-10-07,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,510.2,663,29.94,152.8,48465.17
2024-10-28,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,612.5,743,21.31,130.5,40358.06
2024-11-11,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,696.2,771,10.74,74.8,23511.54
2024-11-18,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,696.2,737,5.85,40.8,12900.69
2024-11-25,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,696.2,664,-4.63,-32.2,-10101.07
2024-12-02,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,696.2,614,-11.81,-82.2,-25448.03
2024-12-09,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,696.2,456,-34.51,-240.2,-75680.47
2024-12-16,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,696.2,688,-1.18,-8.2,-2583.07
2024-12-23,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,696.2,616,-11.53,-80.2,-25253.76
2024-12-30,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,696.2,733,5.28,36.8,11539.34
2025-01-13,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,678.2,548,-19.2,-130.2,-40444.3
2025-01-27,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,655.5,503,-23.26,-152.5,-48066.91
2025-02-03,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,655.5,517,-21.13,-138.5,-43184.7
2025-02-17,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,599.0,460,-23.21,-139.0,-42015.73
2025-02-24,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,599.0,525,-12.35,-74.0,-23447.11
2025-03-03,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,599.0,496,-17.2,-103.0,-32224.14
2025-03-17,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,528.0,485,-8.14,-43.0,-13476.57
2025-03-31,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,497.5,588,18.19,90.5,27947.56
2025-04-07,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,497.5,589,18.39,91.5,29050.86
2025-04-21,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,462.0,550,19.05,88.0,27624.96
2025-04-28,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,462.0,624,35.06,162.0,50479.66
2025-05-05,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,462.0,503,8.87,41.0,13010.53
2025-05-12,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,462.0,400,-13.42,-62.0,-19679.69
2025-05-19,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,462.0,516,11.69,54.0,16899.92
2025-06-02,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,473.5,547,15.52,73.5,22791.3
2025-06-09,S001,Mumbai Central,P002,Basmati Rice 5Kg,Staples,473.5,541,14.26,67.5,21023.84
